Secondary_School_URN,Secondary_School_Name,Total_SecSchool_Pupils,Secondary2LSOA_Flow_No.,LSOA_CODE,LSOA_NAME,Pupil_count
100049,Haverstock School,1013,Sec2LSOA_Flow1,E01000905,Camden 012D,75
100049,Haverstock School,1013,Sec2LSOA_Flow2,E01000904,Camden 012C,58
100049,Haverstock School,1013,Sec2LSOA_Flow3,E01000901,Camden 007D,57
100049,Haverstock School,1013,Sec2LSOA_Flow4,E01000902,Camden 012B,40
100049,Haverstock School,1013,Sec2LSOA_Flow5,E01000900,Camden 012A,36
100049,Haverstock School,1013,Sec2LSOA_Flow6,E01000891,Camden 007C,29
100049,Haverstock School,1013,Sec2LSOA_Flow7,E01000950,Camden 023D,24
100049,Haverstock School,1013,Sec2LSOA_Flow8,E01000958,Camden 019D,24
100049,Haverstock School,1013,Sec2LSOA_Flow9,E01000856,Camden 019A,22
100049,Haverstock School,1013,Sec2LSOA_Flow10,E01000858,Camden 018B,22
100049,Haverstock School,1013,Sec2LSOA_Flow11,E01000890,Camden 007B,21
100049,Haverstock School,1013,Sec2LSOA_Flow12,E01000959,Camden 019E,19
100049,Haverstock School,1013,Sec2LSOA_Flow13,E01000944,Camden 023A,18
100049,Haverstock School,1013,Sec2LSOA_Flow14,E01000954,Camden 022C,18
100049,Haverstock School,1013,Sec2LSOA_Flow15,E01000951,Camden 023E,16
100049,Haverstock School,1013,Sec2LSOA_Flow16,E01000922,Camden 007E,16
100049,Haverstock School,1013,Sec2LSOA_Flow17,E01000846,Camden 014C,15
100049,Haverstock School,1013,Sec2LSOA_Flow18,E01000868,Camden 015D,15
100049,Haverstock School,1013,Sec2LSOA_Flow19,E01000889,Camden 007A,15
100049,Haverstock School,1013,Sec2LSOA_Flow20,E01000952,Camden 022A,15
100049,Haverstock School,1013,Sec2LSOA_Flow21,E01000892,Camden 006D,14
100049,Haverstock School,1013,Sec2LSOA_Flow22,E01000903,Camden 006E,14
100049,Haverstock School,1013,Sec2LSOA_Flow23,E01000957,Camden 019C,11
100049,Haverstock School,1013,Sec2LSOA_Flow24,E01000949,Camden 023C,11
100049,Haverstock School,1013,Sec2LSOA_Flow25,E01000945,Camden 023B,11
100049,Haverstock School,1013,Sec2LSOA_Flow26,E01000955,Camden 022D,10
100049,Haverstock School,1013,Sec2LSOA_Flow27,E01000867,Camden 015C,10
100049,Haverstock School,1013,Sec2LSOA_Flow28,E01000866,Camden 009A,10
100049,Haverstock School,1013,Sec2LSOA_Flow29,E01000857,Camden 018A,10
100049,Haverstock School,1013,Sec2LSOA_Flow30,E01000861,Camden 019B,9
100049,Haverstock School,1013,Sec2LSOA_Flow31,E01000925,Camden 009D,9
100049,Haverstock School,1013,Sec2LSOA_Flow32,E01000931,Camden 013C,9
100049,Haverstock School,1013,Sec2LSOA_Flow33,E01000965,Camden 016C,8
100049,Haverstock School,1013,Sec2LSOA_Flow34,E01000956,Camden 022E,8
100049,Haverstock School,1013,Sec2LSOA_Flow35,E01000847,Camden 014D,8
100049,Haverstock School,1013,Sec2LSOA_Flow36,E01000888,Camden 006C,7
100049,Haverstock School,1013,Sec2LSOA_Flow37,E01000927,Camden 007F,7
100049,Haverstock School,1013,Sec2LSOA_Flow38,E01000948,Camden 021D,7
100049,Haverstock School,1013,Sec2LSOA_Flow39,E01000973,Camden 010E,7
100049,Haverstock School,1013,Sec2LSOA_Flow40,E01000870,Camden 009B,6
100049,Haverstock School,1013,Sec2LSOA_Flow41,E01000939,Camden 024C,6
100049,Haverstock School,1013,Sec2LSOA_Flow42,E01000947,Camden 021C,6
100049,Haverstock School,1013,Sec2LSOA_Flow43,E01000961,Camden 017B,6
100049,Haverstock School,1013,Sec2LSOA_Flow44,E01000886,Camden 006A,5
100049,Haverstock School,1013,Sec2LSOA_Flow45,E01000887,Camden 006B,5
100049,Haverstock School,1013,Sec2LSOA_Flow46,E01000898,Camden 008E,5
100049,Haverstock School,1013,Sec2LSOA_Flow47,E01000906,Camden 012E,5
100049,Haverstock School,1013,Sec2LSOA_Flow48,E01000972,Camden 010D,5
100049,Haverstock School,1013,Sec2LSOA_Flow49,E01002766,Islington 015E,5
100049,Haverstock School,1013,Sec2LSOA_Flow50,E01000863,Camden 021A,4
100049,Haverstock School,1013,Sec2LSOA_Flow51,E01000869,Camden 015E,4
100049,Haverstock School,1013,Sec2LSOA_Flow52,E01000908,Camden 001B,4
100049,Haverstock School,1013,Sec2LSOA_Flow53,E01000912,Camden 001D,4
100049,Haverstock School,1013,Sec2LSOA_Flow54,E01000921,Camden 003C,4
100049,Haverstock School,1013,Sec2LSOA_Flow55,E01000926,Camden 009E,4
100049,Haverstock School,1013,Sec2LSOA_Flow56,E01000930,Camden 020B,4
100049,Haverstock School,1013,Sec2LSOA_Flow57,E01000933,Camden 020C,4
100049,Haverstock School,1013,Sec2LSOA_Flow58,E01000935,Camden 020E,4
100049,Haverstock School,1013,Sec2LSOA_Flow59,E01000953,Camden 022B,4
100049,Haverstock School,1013,Sec2LSOA_Flow60,E01000145,Barnet 037A,3
100049,Haverstock School,1013,Sec2LSOA_Flow61,E01000849,Camden 011D,3
100049,Haverstock School,1013,Sec2LSOA_Flow62,E01000853,Camden 025A,3
100049,Haverstock School,1013,Sec2LSOA_Flow63,E01000862,Camden 018E,3
100049,Haverstock School,1013,Sec2LSOA_Flow64,E01000864,Camden 015A,3
100049,Haverstock School,1013,Sec2LSOA_Flow65,E01000907,Camden 001A,3
100049,Haverstock School,1013,Sec2LSOA_Flow66,E01000911,Camden 003B,3
100049,Haverstock School,1013,Sec2LSOA_Flow67,E01000915,Camden 027A,3
100049,Haverstock School,1013,Sec2LSOA_Flow68,E01000916,Camden 027B,3
100049,Haverstock School,1013,Sec2LSOA_Flow69,E01000928,Camden 003E,3
100049,Haverstock School,1013,Sec2LSOA_Flow70,E01000929,Camden 020A,3
100049,Haverstock School,1013,Sec2LSOA_Flow71,E01000936,Camden 024A,3
100049,Haverstock School,1013,Sec2LSOA_Flow72,E01000941,Camden 025C,3
100049,Haverstock School,1013,Sec2LSOA_Flow73,E01000942,Camden 025D,3
100049,Haverstock School,1013,Sec2LSOA_Flow74,E01000943,Camden 025E,3
100049,Haverstock School,1013,Sec2LSOA_Flow75,E01000963,Camden 017C,3
100049,Haverstock School,1013,Sec2LSOA_Flow76,E01000964,Camden 016B,3
100049,Haverstock School,1013,Sec2LSOA_Flow77,E01000970,Camden 010B,3
100049,Haverstock School,1013,Sec2LSOA_Flow78,E01000974,Camden 013E,3
100050,Parliament Hill School,884,Sec2LSOA_Flow1,E01000912,Camden 001D,31
100050,Parliament Hill School,884,Sec2LSOA_Flow2,E01000901,Camden 007D,25
100050,Parliament Hill School,884,Sec2LSOA_Flow3,E01000890,Camden 007B,24
100050,Parliament Hill School,884,Sec2LSOA_Flow4,E01000889,Camden 007A,21
100050,Parliament Hill School,884,Sec2LSOA_Flow5,E01000858,Camden 018B,20
100050,Parliament Hill School,884,Sec2LSOA_Flow6,E01000908,Camden 001B,20
100050,Parliament Hill School,884,Sec2LSOA_Flow7,E01000892,Camden 006D,18
100050,Parliament Hill School,884,Sec2LSOA_Flow8,E01000902,Camden 012B,17
100050,Parliament Hill School,884,Sec2LSOA_Flow9,E01000886,Camden 006A,16
100050,Parliament Hill School,884,Sec2LSOA_Flow10,E01000950,Camden 023D,15
100050,Parliament Hill School,884,Sec2LSOA_Flow11,E01000888,Camden 006C,14
100050,Parliament Hill School,884,Sec2LSOA_Flow12,E01000911,Camden 003B,13
100050,Parliament Hill School,884,Sec2LSOA_Flow13,E01000905,Camden 012D,13
100050,Parliament Hill School,884,Sec2LSOA_Flow14,E01000891,Camden 007C,13
100050,Parliament Hill School,884,Sec2LSOA_Flow15,E01000887,Camden 006B,13
100050,Parliament Hill School,884,Sec2LSOA_Flow16,E01000972,Camden 010D,12
100050,Parliament Hill School,884,Sec2LSOA_Flow17,E01000928,Camden 003E,12
100050,Parliament Hill School,884,Sec2LSOA_Flow18,E01002758,Islington 001C,11
100050,Parliament Hill School,884,Sec2LSOA_Flow19,E01000909,Camden 001C,11
100050,Parliament Hill School,884,Sec2LSOA_Flow20,E01002769,Islington 008A,11
100050,Parliament Hill School,884,Sec2LSOA_Flow21,E01000907,Camden 001A,11
100050,Parliament Hill School,884,Sec2LSOA_Flow22,E01000904,Camden 012C,11
100050,Parliament Hill School,884,Sec2LSOA_Flow23,E01000900,Camden 012A,11
100050,Parliament Hill School,884,Sec2LSOA_Flow24,E01000958,Camden 019D,10
100050,Parliament Hill School,884,Sec2LSOA_Flow25,E01002784,Islington 010C,10
100050,Parliament Hill School,884,Sec2LSOA_Flow26,E01000870,Camden 009B,10
100050,Parliament Hill School,884,Sec2LSOA_Flow27,E01002789,Islington 008D,10
100050,Parliament Hill School,884,Sec2LSOA_Flow28,E01002773,Islington 004D,9
100050,Parliament Hill School,884,Sec2LSOA_Flow29,E01002771,Islington 004C,9
100050,Parliament Hill School,884,Sec2LSOA_Flow30,E01000922,Camden 007E,9
100050,Parliament Hill School,884,Sec2LSOA_Flow31,E01000925,Camden 009D,9
100050,Parliament Hill School,884,Sec2LSOA_Flow32,E01000898,Camden 008E,8
100050,Parliament Hill School,884,Sec2LSOA_Flow33,E01000895,Camden 002C,8
100050,Parliament Hill School,884,Sec2LSOA_Flow34,E01002785,Islington 008B,8
100050,Parliament Hill School,884,Sec2LSOA_Flow35,E01002774,Islington 004E,8
100050,Parliament Hill School,884,Sec2LSOA_Flow36,E01000959,Camden 019E,8
100050,Parliament Hill School,884,Sec2LSOA_Flow37,E01000927,Camden 007F,8
100050,Parliament Hill School,884,Sec2LSOA_Flow38,E01000953,Camden 022B,7
100050,Parliament Hill School,884,Sec2LSOA_Flow39,E01000910,Camden 003A,7
100050,Parliament Hill School,884,Sec2LSOA_Flow40,E01002810,Islington 003F,7
100050,Parliament Hill School,884,Sec2LSOA_Flow41,E01002806,Islington 003C,6
100050,Parliament Hill School,884,Sec2LSOA_Flow42,E01002804,Islington 001D,6
100050,Parliament Hill School,884,Sec2LSOA_Flow43,E01000868,Camden 015D,6
100050,Parliament Hill School,884,Sec2LSOA_Flow44,E01002772,Islington 002F,6
100050,Parliament Hill School,884,Sec2LSOA_Flow45,E01002768,Islington 004A,6
100050,Parliament Hill School,884,Sec2LSOA_Flow46,E01000955,Camden 022D,6
100050,Parliament Hill School,884,Sec2LSOA_Flow47,E01000954,Camden 022C,6
100050,Parliament Hill School,884,Sec2LSOA_Flow48,E01000948,Camden 021D,6
100050,Parliament Hill School,884,Sec2LSOA_Flow49,E01002809,Islington 003E,6
100050,Parliament Hill School,884,Sec2LSOA_Flow50,E01002807,Islington 001E,5
100050,Parliament Hill School,884,Sec2LSOA_Flow51,E01002788,Islington 008C,5
100050,Parliament Hill School,884,Sec2LSOA_Flow52,E01002783,Islington 010B,5
100050,Parliament Hill School,884,Sec2LSOA_Flow53,E01002760,Islington 002E,5
100050,Parliament Hill School,884,Sec2LSOA_Flow54,E01002759,Islington 002D,5
100050,Parliament Hill School,884,Sec2LSOA_Flow55,E01000931,Camden 013C,5
100050,Parliament Hill School,884,Sec2LSOA_Flow56,E01000893,Camden 002A,5
100050,Parliament Hill School,884,Sec2LSOA_Flow57,E01000885,Camden 004E,5
100050,Parliament Hill School,884,Sec2LSOA_Flow58,E01000845,Camden 014B,5
100050,Parliament Hill School,884,Sec2LSOA_Flow59,E01000846,Camden 014C,4
100050,Parliament Hill School,884,Sec2LSOA_Flow60,E01000863,Camden 021A,4
100050,Parliament Hill School,884,Sec2LSOA_Flow61,E01000921,Camden 003C,4
100050,Parliament Hill School,884,Sec2LSOA_Flow62,E01000923,Camden 003D,4
100050,Parliament Hill School,884,Sec2LSOA_Flow63,E01000924,Camden 009C,4
100050,Parliament Hill School,884,Sec2LSOA_Flow64,E01000926,Camden 009E,4
100050,Parliament Hill School,884,Sec2LSOA_Flow65,E01000957,Camden 019C,4
100050,Parliament Hill School,884,Sec2LSOA_Flow66,E01000971,Camden 010C,4
100050,Parliament Hill School,884,Sec2LSOA_Flow67,E01000973,Camden 010E,4
100050,Parliament Hill School,884,Sec2LSOA_Flow68,E01002733,Islington 007C,4
100050,Parliament Hill School,884,Sec2LSOA_Flow69,E01002754,Islington 002B,4
100050,Parliament Hill School,884,Sec2LSOA_Flow70,E01002755,Islington 001A,4
100050,Parliament Hill School,884,Sec2LSOA_Flow71,E01002764,Islington 010A,4
100050,Parliament Hill School,884,Sec2LSOA_Flow72,E01002770,Islington 004B,4
100050,Parliament Hill School,884,Sec2LSOA_Flow73,E01000849,Camden 011D,3
100050,Parliament Hill School,884,Sec2LSOA_Flow74,E01000856,Camden 019A,3
100050,Parliament Hill School,884,Sec2LSOA_Flow75,E01000857,Camden 018A,3
100050,Parliament Hill School,884,Sec2LSOA_Flow76,E01000859,Camden 018C,3
100050,Parliament Hill School,884,Sec2LSOA_Flow77,E01000866,Camden 009A,3
100050,Parliament Hill School,884,Sec2LSOA_Flow78,E01000879,Camden 004B,3
100050,Parliament Hill School,884,Sec2LSOA_Flow79,E01000903,Camden 006E,3
100050,Parliament Hill School,884,Sec2LSOA_Flow80,E01000930,Camden 020B,3
100050,Parliament Hill School,884,Sec2LSOA_Flow81,E01000944,Camden 023A,3
100050,Parliament Hill School,884,Sec2LSOA_Flow82,E01000951,Camden 023E,3
100050,Parliament Hill School,884,Sec2LSOA_Flow83,E01000961,Camden 017B,3
100050,Parliament Hill School,884,Sec2LSOA_Flow84,E01002008,Haringey 030B,3
100050,Parliament Hill School,884,Sec2LSOA_Flow85,E01002009,Haringey 035D,3
100050,Parliament Hill School,884,Sec2LSOA_Flow86,E01002010,Haringey 030C,3
100050,Parliament Hill School,884,Sec2LSOA_Flow87,E01002062,Haringey 034D,3
100050,Parliament Hill School,884,Sec2LSOA_Flow88,E01002732,Islington 005A,3
100050,Parliament Hill School,884,Sec2LSOA_Flow89,E01002753,Islington 002A,3
100050,Parliament Hill School,884,Sec2LSOA_Flow90,E01002765,Islington 015D,3
100050,Parliament Hill School,884,Sec2LSOA_Flow91,E01002766,Islington 015E,3
100050,Parliament Hill School,884,Sec2LSOA_Flow92,E01002778,Islington 012B,3
100050,Parliament Hill School,884,Sec2LSOA_Flow93,E01002808,Islington 003D,3
100051,Regent High School,716,Sec2LSOA_Flow1,E01000956,Camden 022E,52
100051,Regent High School,716,Sec2LSOA_Flow2,E01000952,Camden 022A,45
100051,Regent High School,716,Sec2LSOA_Flow3,E01000954,Camden 022C,44
100051,Regent High School,716,Sec2LSOA_Flow4,E01000953,Camden 022B,43
100051,Regent High School,716,Sec2LSOA_Flow5,E01000951,Camden 023E,28
100051,Regent High School,716,Sec2LSOA_Flow6,E01000958,Camden 019D,23
100051,Regent High School,716,Sec2LSOA_Flow7,E01000941,Camden 025C,23
100051,Regent High School,716,Sec2LSOA_Flow8,E01000959,Camden 019E,22
100051,Regent High School,716,Sec2LSOA_Flow9,E01000955,Camden 022D,21
100051,Regent High School,716,Sec2LSOA_Flow10,E01000950,Camden 023D,20
100051,Regent High School,716,Sec2LSOA_Flow11,E01000939,Camden 024C,19
100051,Regent High School,716,Sec2LSOA_Flow12,E01000944,Camden 023A,16
100051,Regent High School,716,Sec2LSOA_Flow13,E01000915,Camden 027A,15
100051,Regent High School,716,Sec2LSOA_Flow14,E01000917,Camden 027C,14
100051,Regent High School,716,Sec2LSOA_Flow15,E01000856,Camden 019A,13
100051,Regent High School,716,Sec2LSOA_Flow16,E01000901,Camden 007D,13
100051,Regent High School,716,Sec2LSOA_Flow17,E01000905,Camden 012D,12
100051,Regent High School,716,Sec2LSOA_Flow18,E01000949,Camden 023C,11
100051,Regent High School,716,Sec2LSOA_Flow19,E01000947,Camden 021C,11
100051,Regent High School,716,Sec2LSOA_Flow20,E01000916,Camden 027B,11
100051,Regent High School,716,Sec2LSOA_Flow21,E01000945,Camden 023B,10
100051,Regent High School,716,Sec2LSOA_Flow22,E01000936,Camden 024A,10
100051,Regent High School,716,Sec2LSOA_Flow23,E01000957,Camden 019C,8
100051,Regent High School,716,Sec2LSOA_Flow24,E01000940,Camden 024D,8
100051,Regent High School,716,Sec2LSOA_Flow25,E01000867,Camden 015C,8
100051,Regent High School,716,Sec2LSOA_Flow26,E01000942,Camden 025D,7
100051,Regent High School,716,Sec2LSOA_Flow27,E01000946,Camden 021B,6
100051,Regent High School,716,Sec2LSOA_Flow28,E01000931,Camden 013C,6
100051,Regent High School,716,Sec2LSOA_Flow29,E01000868,Camden 015D,6
100051,Regent High School,716,Sec2LSOA_Flow30,E01000858,Camden 018B,6
100051,Regent High School,716,Sec2LSOA_Flow31,E01000938,Camden 024B,5
100051,Regent High School,716,Sec2LSOA_Flow32,E01000937,Camden 025B,5
100051,Regent High School,716,Sec2LSOA_Flow33,E01000920,Camden 027D,5
100051,Regent High School,716,Sec2LSOA_Flow34,E01000918,Camden 028C,5
100051,Regent High School,716,Sec2LSOA_Flow35,E01000863,Camden 021A,5
100051,Regent High School,716,Sec2LSOA_Flow36,E01000861,Camden 019B,5
100051,Regent High School,716,Sec2LSOA_Flow37,E01000853,Camden 025A,5
100051,Regent High School,716,Sec2LSOA_Flow38,E01000904,Camden 012C,4
100051,Regent High School,716,Sec2LSOA_Flow39,E01000889,Camden 007A,4
100051,Regent High School,716,Sec2LSOA_Flow40,E01000850,Camden 026A,4
100051,Regent High School,716,Sec2LSOA_Flow41,E01033703,Hackney 010F,3
100051,Regent High School,716,Sec2LSOA_Flow42,E01004718,Westminster 004A,3
100051,Regent High School,716,Sec2LSOA_Flow43,E01004670,Westminster 009A,3
100051,Regent High School,716,Sec2LSOA_Flow44,E01002765,Islington 015D,3
100051,Regent High School,716,Sec2LSOA_Flow45,E01002715,Islington 019E,3
100051,Regent High School,716,Sec2LSOA_Flow46,E01002709,Islington 019C,3
100051,Regent High School,716,Sec2LSOA_Flow47,E01000948,Camden 021D,3
100051,Regent High School,716,Sec2LSOA_Flow48,E01000914,Camden 028B,3
100051,Regent High School,716,Sec2LSOA_Flow49,E01000902,Camden 012B,3
100051,Regent High School,716,Sec2LSOA_Flow50,E01000890,Camden 007B,3
100051,Regent High School,716,Sec2LSOA_Flow51,E01000875,Camden 013A,3
100051,Regent High School,716,Sec2LSOA_Flow52,E01000869,Camden 015E,3
100051,Regent High School,716,Sec2LSOA_Flow53,E01000866,Camden 009A,3
100051,Regent High School,716,Sec2LSOA_Flow54,E01000845,Camden 014B,3
100052,Hampstead School,1013,Sec2LSOA_Flow1,E01000876,Camden 013B,49
100052,Hampstead School,1013,Sec2LSOA_Flow2,E01000143,Barnet 041D,41
100052,Hampstead School,1013,Sec2LSOA_Flow3,E01000553,Brent 015A,36
100052,Hampstead School,1013,Sec2LSOA_Flow4,E01000875,Camden 013A,30
100052,Hampstead School,1013,Sec2LSOA_Flow5,E01000223,Barnet 039C,29
100052,Hampstead School,1013,Sec2LSOA_Flow6,E01000141,Barnet 039A,29
100052,Hampstead School,1013,Sec2LSOA_Flow7,E01000554,Brent 015B,27
100052,Hampstead School,1013,Sec2LSOA_Flow8,E01000561,Brent 023E,26
100052,Hampstead School,1013,Sec2LSOA_Flow9,E01000872,Camden 005B,26
100052,Hampstead School,1013,Sec2LSOA_Flow10,E01000137,Barnet 041A,25
100052,Hampstead School,1013,Sec2LSOA_Flow11,E01000556,Brent 015D,23
100052,Hampstead School,1013,Sec2LSOA_Flow12,E01000931,Camden 013C,20
100052,Hampstead School,1013,Sec2LSOA_Flow13,E01000503,Brent 011E,20
100052,Hampstead School,1013,Sec2LSOA_Flow14,E01000138,Barnet 040A,20
100052,Hampstead School,1013,Sec2LSOA_Flow15,E01000871,Camden 005A,19
100052,Hampstead School,1013,Sec2LSOA_Flow16,E01000974,Camden 013E,18
100052,Hampstead School,1013,Sec2LSOA_Flow17,E01000499,Brent 011B,17
100052,Hampstead School,1013,Sec2LSOA_Flow18,E01000497,Brent 011A,16
100052,Hampstead School,1013,Sec2LSOA_Flow19,E01000504,Brent 018A,16
100052,Hampstead School,1013,Sec2LSOA_Flow20,E01000142,Barnet 040B,15
100052,Hampstead School,1013,Sec2LSOA_Flow21,E01000221,Barnet 039B,15
100052,Hampstead School,1013,Sec2LSOA_Flow22,E01000501,Brent 011C,15
100052,Hampstead School,1013,Sec2LSOA_Flow23,E01000505,Brent 018B,15
100052,Hampstead School,1013,Sec2LSOA_Flow24,E01000222,Barnet 040C,14
100052,Hampstead School,1013,Sec2LSOA_Flow25,E01000973,Camden 010E,13
100052,Hampstead School,1013,Sec2LSOA_Flow26,E01000557,Brent 015E,13
100052,Hampstead School,1013,Sec2LSOA_Flow27,E01000224,Barnet 040D,12
100052,Hampstead School,1013,Sec2LSOA_Flow28,E01000968,Camden 016E,11
100052,Hampstead School,1013,Sec2LSOA_Flow29,E01000929,Camden 020A,10
100052,Hampstead School,1013,Sec2LSOA_Flow30,E01000933,Camden 020C,10
100052,Hampstead School,1013,Sec2LSOA_Flow31,E01000640,Brent 024B,9
100052,Hampstead School,1013,Sec2LSOA_Flow32,E01000507,Brent 018C,9
100052,Hampstead School,1013,Sec2LSOA_Flow33,E01000970,Camden 010B,9
100052,Hampstead School,1013,Sec2LSOA_Flow34,E01000932,Camden 013D,9
100052,Hampstead School,1013,Sec2LSOA_Flow35,E01000972,Camden 010D,8
100052,Hampstead School,1013,Sec2LSOA_Flow36,E01000935,Camden 020E,8
100052,Hampstead School,1013,Sec2LSOA_Flow37,E01000641,Brent 024C,8
100052,Hampstead School,1013,Sec2LSOA_Flow38,E01000637,Brent 022B,8
100052,Hampstead School,1013,Sec2LSOA_Flow39,E01000555,Brent 015C,8
100052,Hampstead School,1013,Sec2LSOA_Flow40,E01033464,Brent 010F,7
100052,Hampstead School,1013,Sec2LSOA_Flow41,E01000971,Camden 010C,7
100052,Hampstead School,1013,Sec2LSOA_Flow42,E01000558,Brent 015F,7
100052,Hampstead School,1013,Sec2LSOA_Flow43,E01000139,Barnet 041B,7
100052,Hampstead School,1013,Sec2LSOA_Flow44,E01000512,Brent 018D,6
100052,Hampstead School,1013,Sec2LSOA_Flow45,E01000490,Brent 023A,6
100052,Hampstead School,1013,Sec2LSOA_Flow46,E01000140,Barnet 041C,5
100052,Hampstead School,1013,Sec2LSOA_Flow47,E01000502,Brent 011D,5
100052,Hampstead School,1013,Sec2LSOA_Flow48,E01000524,Brent 031B,5
100052,Hampstead School,1013,Sec2LSOA_Flow49,E01000527,Brent 025E,5
100052,Hampstead School,1013,Sec2LSOA_Flow50,E01000545,Brent 028A,5
100052,Hampstead School,1013,Sec2LSOA_Flow51,E01000639,Brent 022C,5
100052,Hampstead School,1013,Sec2LSOA_Flow52,E01000874,Camden 005D,5
100052,Hampstead School,1013,Sec2LSOA_Flow53,E01000877,Camden 005E,5
100052,Hampstead School,1013,Sec2LSOA_Flow54,E01000965,Camden 016C,5
100052,Hampstead School,1013,Sec2LSOA_Flow55,E01000488,Brent 022A,4
100052,Hampstead School,1013,Sec2LSOA_Flow56,E01000511,Brent 014D,4
100052,Hampstead School,1013,Sec2LSOA_Flow57,E01000546,Brent 028B,4
100052,Hampstead School,1013,Sec2LSOA_Flow58,E01000548,Brent 028D,4
100052,Hampstead School,1013,Sec2LSOA_Flow59,E01000638,Brent 024A,4
100052,Hampstead School,1013,Sec2LSOA_Flow60,E01000642,Brent 022D,4
100052,Hampstead School,1013,Sec2LSOA_Flow61,E01000643,Brent 024D,4
100052,Hampstead School,1013,Sec2LSOA_Flow62,E01000644,Brent 022E,4
100052,Hampstead School,1013,Sec2LSOA_Flow63,E01000930,Camden 020B,4
100052,Hampstead School,1013,Sec2LSOA_Flow64,E01000953,Camden 022B,4
100052,Hampstead School,1013,Sec2LSOA_Flow65,E01000964,Camden 016B,4
100052,Hampstead School,1013,Sec2LSOA_Flow66,E01000969,Camden 010A,4
100052,Hampstead School,1013,Sec2LSOA_Flow67,E01000484,Brent 006B,3
100052,Hampstead School,1013,Sec2LSOA_Flow68,E01000491,Brent 030B,3
100052,Hampstead School,1013,Sec2LSOA_Flow69,E01000494,Brent 023B,3
100052,Hampstead School,1013,Sec2LSOA_Flow70,E01000508,Brent 025A,3
100052,Hampstead School,1013,Sec2LSOA_Flow71,E01000509,Brent 014B,3
100052,Hampstead School,1013,Sec2LSOA_Flow72,E01000522,Brent 025C,3
100052,Hampstead School,1013,Sec2LSOA_Flow73,E01000526,Brent 025D,3
100052,Hampstead School,1013,Sec2LSOA_Flow74,E01000550,Brent 034B,3
100052,Hampstead School,1013,Sec2LSOA_Flow75,E01000560,Brent 023D,3
100052,Hampstead School,1013,Sec2LSOA_Flow76,E01000878,Camden 004A,3
100052,Hampstead School,1013,Sec2LSOA_Flow77,E01000880,Camden 004C,3
100052,Hampstead School,1013,Sec2LSOA_Flow78,E01000881,Camden 008A,3
100052,Hampstead School,1013,Sec2LSOA_Flow79,E01000885,Camden 004E,3
100052,Hampstead School,1013,Sec2LSOA_Flow80,E01000890,Camden 007B,3
100052,Hampstead School,1013,Sec2LSOA_Flow81,E01000960,Camden 017A,3
100052,Hampstead School,1013,Sec2LSOA_Flow82,E01000961,Camden 017B,3
100052,Hampstead School,1013,Sec2LSOA_Flow83,E01017852,Wycombe 010C,3
100053,Acland Burghley School,761,Sec2LSOA_Flow1,E01000907,Camden 001A,36
100053,Acland Burghley School,761,Sec2LSOA_Flow2,E01000921,Camden 003C,28
100053,Acland Burghley School,761,Sec2LSOA_Flow3,E01002769,Islington 008A,26
100053,Acland Burghley School,761,Sec2LSOA_Flow4,E01000925,Camden 009D,25
100053,Acland Burghley School,761,Sec2LSOA_Flow5,E01002786,Islington 010D,21
100053,Acland Burghley School,761,Sec2LSOA_Flow6,E01002784,Islington 010C,21
100053,Acland Burghley School,761,Sec2LSOA_Flow7,E01002768,Islington 004A,21
100053,Acland Burghley School,761,Sec2LSOA_Flow8,E01000911,Camden 003B,21
100053,Acland Burghley School,761,Sec2LSOA_Flow9,E01000908,Camden 001B,20
100053,Acland Burghley School,761,Sec2LSOA_Flow10,E01000928,Camden 003E,19
100053,Acland Burghley School,761,Sec2LSOA_Flow11,E01000912,Camden 001D,17
100053,Acland Burghley School,761,Sec2LSOA_Flow12,E01000923,Camden 003D,16
100053,Acland Burghley School,761,Sec2LSOA_Flow13,E01002774,Islington 004E,16
100053,Acland Burghley School,761,Sec2LSOA_Flow14,E01002785,Islington 008B,15
100053,Acland Burghley School,761,Sec2LSOA_Flow15,E01002771,Islington 004C,15
100053,Acland Burghley School,761,Sec2LSOA_Flow16,E01000926,Camden 009E,15
100053,Acland Burghley School,761,Sec2LSOA_Flow17,E01002789,Islington 008D,14
100053,Acland Burghley School,761,Sec2LSOA_Flow18,E01000924,Camden 009C,14
100053,Acland Burghley School,761,Sec2LSOA_Flow19,E01002788,Islington 008C,13
100053,Acland Burghley School,761,Sec2LSOA_Flow20,E01000889,Camden 007A,12
100053,Acland Burghley School,761,Sec2LSOA_Flow21,E01000910,Camden 003A,12
100053,Acland Burghley School,761,Sec2LSOA_Flow22,E01000922,Camden 007E,12
100053,Acland Burghley School,761,Sec2LSOA_Flow23,E01000890,Camden 007B,11
100053,Acland Burghley School,761,Sec2LSOA_Flow24,E01002764,Islington 010A,11
100053,Acland Burghley School,761,Sec2LSOA_Flow25,E01000869,Camden 015E,10
100053,Acland Burghley School,761,Sec2LSOA_Flow26,E01000901,Camden 007D,9
100053,Acland Burghley School,761,Sec2LSOA_Flow27,E01002783,Islington 010B,9
100053,Acland Burghley School,761,Sec2LSOA_Flow28,E01002809,Islington 003E,8
100053,Acland Burghley School,761,Sec2LSOA_Flow29,E01000866,Camden 009A,7
100053,Acland Burghley School,761,Sec2LSOA_Flow30,E01000870,Camden 009B,7
